ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Color,Airbags
45815324,26657,1018,BMW,740,2011,Sedan,Yes,Petrol,3,154000,6,Tiptronic,Rear,Black,12
45497404,13172,1834,MERCEDES-BENZ,Vito,2004,Minivan,No,Diesel,2.2,179375,4,Manual,Rear,Blue,0
45664426,8154,919,BMW,X5,2012,Jeep,Yes,Diesel,3,103458,6,Automatic,4x4,White,0
45809100,24571,640,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,153000,4,Automatic,Front,Grey,4
45797664,20005,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,35951,4,Automatic,Front,Blue,4
45768396,1646,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,269162,6,Automatic,4x4,Silver,12
45621648,9408,919,BMW,X5,2012,Jeep,Yes,Diesel,3,149520,6,Automatic,4x4,Grey,0
45796751,15681,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,92605,4,Automatic,Front,Silver,4
45798243,19736,730,HYUNDAI,Elantra,2016,Sedan,Yes,Diesel,1.6,37405,4,Automatic,Front,White,4
45810175,13172,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005,6,Automatic,4x4,Silver,12
44138970,25716,0,TOYOTA,Prius,2012,Hatchback,No,Plug-in Hybrid,1.8,134400,4,Variator,Front,Silver,9
45782197,15994,0,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,180000,4,Variator,Front,Black,8
45772764,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030,6,Automatic,4x4,Black,12
45805446,8467,0,NISSAN,X-Trail X-trail,2002,Jeep,Yes,Petrol,2,254321,4,Manual,4x4,Grey,6
45793027,6272,789,CHEVROLET,Cruze,2009,Sedan,Yes,Petrol,1.6,49232,4,Automatic,Front,Silver,4
45740475,25089,1399,MERCEDES-BENZ,ML 350 sport,2010,Jeep,Yes,Petrol,3.5,126000,6,Automatic,4x4,Grey,9
45802374,13808,1024,HYUNDAI,H1,2010,Jeep,Yes,Diesel,2.5,65691,4,Automatic,Front,Silver,4
44874475,23207,0,FORD,Fusion hybrid,2014,Sedan,No,Hybrid,2,107200,4,Variator,Front,Silver,0
45193146,38260,1051,HYUNDAI,Santa FE,2016,Jeep,No,Petrol,2.4,113771,4,Automatic,4x4,Orange,7
45791916,13799,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,63837,4,Automatic,Front,Grey,12
45770825,6899,0,TOYOTA,RAV 4,2004,Jeep,No,Petrol,1.5,200000,4,Automatic,4x4,Golden,12
45621576,314,707,SUZUKI,SX4,2011,Sedan,Yes,Petrol,2,151357,4,Automatic,Front,White,0
45810332,3293,1307,CHRYSLER,200,2015,Sedan,Yes,Petrol,3.6,132502,6,Automatic,Rear,Black,12
45816150,14740,1077,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,27368,4,Automatic,Front,Silver,12
45727596,21940,640,SSANGYONG,Korando,2013,Pickup,Yes,Diesel,2,147219,4,Automatic,Front,Silver,4
45776831,13500,0,MERCEDES-BENZ,A 140 140,1997,Microbus,No,Diesel,2.9,111000,1,Manual,Rear,Carnelian red,1
45760463,549,891,AUDI,A6,2016,Sedan,Yes,Petrol,2,97826,4,Automatic,4x4,Grey,0
45803940,34111,765,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,100492,4,Automatic,Front,White,4
45807077,29793,1823,MERCEDES-BENZ,GLE 350,2018,Jeep,Yes,Petrol,3.5,9765,6,Automatic,Rear,White,12
45803061,10976,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,91393,4,Automatic,Front,Silver,4
44587551,147397,0,JAGUAR,F-pace,2017,Jeep,No,Diesel,2,17060,1,Automatic,4x4,Grey,0
45770567,8154,1095,DODGE,Caliber,2008,Hatchback,No,Petrol,2,154000,4,Automatic,Front,White,4
45642968,46101,891,BMW,328,2016,Sedan,Yes,Petrol,2,23000,4,Tiptronic,Rear,Grey,12
45794098,13600,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,71600,4,Tiptronic,Front,Black,6
45799199,33556,442,TOYOTA,Prius,2017,Sedan,No,Hybrid,1.8,90652,4,Automatic,Front,Silver,10
45654191,282,1598,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3,213998,6,Automatic,4x4,Silver,12
45369550,5645,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,99000,4,Automatic,Front,White,4
45771264,16621,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379,6,Automatic,4x4,Silver,12
45732705,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,295970,4,Automatic,Front,Silver,4
45732576,55932,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,90612,4,Automatic,Front,Black,4
45802440,26594,1292,HYUNDAI,Grandeur,2016,Sedan,Yes,LPG,3,200000,4,Automatic,Front,Silver,4
45804630,38894,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,96618,4,Automatic,Front,Grey,4
45803811,35557,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2,187270,4,Automatic,Front,Silver,4
31756996,18660,382,KIA,Optima,2014,Sedan,Yes,Hybrid,2.4,114000,4,Automatic,Front,Blue,10
45647796,220,919,BMW,X5,2012,Jeep,Yes,Diesel,3,273962,6,Automatic,4x4,White,0
45812667,1882,738,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,119352,4,Automatic,Front,Black,12
45451864,14740,878,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,200000,4,Variator,Front,Silver,0
45759786,4300,0,MERCEDES-BENZ,208,1985,Universal,No,Diesel,2.5,1111111,4,Manual,Rear,Black,1
43722104,16935,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,91358,4,Variator,Front,Grey,12
45799248,17249,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,91200,4,Automatic,Front,Black,6
45773501,220,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,110958,4,Automatic,Front,Black,0
45732689,15053,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,272769,4,Automatic,Front,Silver,4
45593732,50,0,MERCEDES-BENZ,Sprinter სატვირთო,2002,Goods wagon,No,Diesel,2.2,240000,4,Manual,Rear,White,2
45766288,784,1083,DODGE,Avenger,2013,Sedan,Yes,Petrol,3.6,227549,6,Automatic,Front,Silver,12
45435648,11290,765,FORD,Focus,2015,Sedan,No,Petrol,2,100000,4,Automatic,Front,Blue,12
45809094,26017,640,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,99108,4,Automatic,Front,Grey,4
45816517,941,639,HYUNDAI,Elantra,2014,Hatchback,Yes,Petrol,2,100037,4,Automatic,Front,Silver,12
45808960,45436,1172,FORD,Explorer,2011,Jeep,Yes,Petrol,3.5,129177,4,Automatic,Front,White,4
42993777,15681,0,CHEVROLET,Impala,1973,Limousine,Yes,Petrol,5.7,100000,8,Automatic,Rear,Brown,0
45804353,44213,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,90924,4,Automatic,Front,White,4
44610413,9722,0,NISSAN,X-Trail NISMO,2003,Jeep,Yes,Petrol,2,140000,4,Automatic,4x4,Silver,8
45661000,25716,915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384,6,Automatic,4x4,Blue,0
45795502,12544,0,HONDA,FIT,2010,Hatchback,No,Petrol,1.3,0,4,Variator,Front,Black,4
45810007,24239,502,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,63000,4,Automatic,Front,Blue,4
45803188,15053,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,283593,4,Automatic,Front,Silver,4
45768950,314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630,6,Automatic,Rear,Silver,12
45813074,627,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,72629,4,Automatic,Front,Black,12
45540039,21953,0,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,150000,6,Automatic,Rear,Silver,0
44985699,15681,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,115000,4,Variator,Front,Green,9
45804662,49293,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,39747,4,Automatic,Front,White,4
45815671,7213,0,SUBARU,Forester,2002,Hatchback,No,CNG,2,120000,4,Automatic,4x4,Silver,6
45789785,6272,0,VOLKSWAGEN,Golf,2001,Universal,No,Petrol,2,256000,4,Manual,Front,Black,4
45781633,16308,0,FORD,Transit,2006,Microbus,No,Diesel,2,22500,4,Manual,Front,White,2
45539436,16308,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,86400,4,Tiptronic,Front,Red,4
45787119,13485,0,NISSAN,Pathfinder,2001,Jeep,No,CNG,3.5,392000,6,Manual,4x4,Black,4
45795671,3136,0,NISSAN,Almera,1996,Sedan,No,Petrol,1.4,0,4,Manual,Front,Green,5
45656748,282,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949,6,Automatic,Front,Silver,12
45810831,1176,1077,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,16013,4,Automatic,Front,Grey,12
45661148,1725,1363,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659,8,Automatic,4x4,Black,12
45815331,5800,0,OPEL,Zafira,1999,Minivan,No,CNG,1.8,0,4,Manual,Front,White,2
45766797,862,831,TOYOTA,Camry,2011,Sedan,Yes,Hybrid,2.4,635402,4,Automatic,Front,White,12
45815739,5645,0,VOLKSWAGEN,Jetta,1997,Sedan,No,Petrol,2,0,2,Manual,Front,Black,2
45433520,17562,521,CHEVROLET,Volt,2011,Sedan,Yes,Plug-in Hybrid,1.4,114000,4,Automatic,Front,Red,8
45801112,16935,1832,MERCEDES-BENZ,Sprinter,2005,Microbus,No,Diesel,2.2,183000,4,Manual,Rear,White,2
45806664,24775,0,SCION,tC,2014,Coupe,No,Petrol,2.5,68000,4,Tiptronic,Front,Grey,12
45773793,7840,0,HONDA,Odyssey,2005,Minivan,No,Petrol,2.4,200000,4,Tiptronic,Front,Silver,6
45655127,941,1055,LEXUS,RX 450,2013,Jeep,Yes,Hybrid,3.5,361603,6,Automatic,Front,Black,12
45731528,46919,1327,HYUNDAI,H1,2018,Universal,Yes,Diesel,2.5,71689,4,Automatic,Front,Grey,4
45730323,22947,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,130559,4,Automatic,Front,White,4
45762392,9565,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,71904,4,Automatic,Front,White,0
45815038,8938,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,53310,4,Automatic,Front,Black,12
45772673,8781,0,OPEL,Vectra H,2007,Sedan,No,Diesel,1.9,126000,4,Manual,Front,Black,2
45795103,18817,0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,119000,4,Tiptronic,Front,Grey,12
45733113,13799,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,185302,4,Automatic,Front,White,4
45783148,4861,0,OPEL,Astra,1997,Hatchback,No,Petrol,1.6,180000,4,Manual,Front,Silver,2
45499494,25500,0,MERCEDES-BENZ,ML 350,2006,Jeep,Yes,Petrol,3.5,126700,6,Automatic,4x4,Blue,6
45730444,24920,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,130484,4,Automatic,Front,Silver,4
45731824,17719,765,HYUNDAI,Grandeur,2015,Sedan,Yes,LPG,2,81125,4,Automatic,Front,Silver,4
45803027,33908,833,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.2,150000,4,Automatic,Front,Grey,4
45811790,9500,0,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Petrol,3.2,0,6,Tiptronic,Rear,Black,0
45801516,28909,831,HYUNDAI,Elantra,2017,Sedan,Yes,Diesel,1.6,98000,4,Automatic,Front,White,4
45618047,68994,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,117368,6,Automatic,4x4,Black,0
45769648,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030,6,Automatic,4x4,Black,12
45779768,14113,0,BMW,328,2007,Sedan,Yes,Petrol,3,999999999,6,Tiptronic,Rear,Silver,16
45682224,75266,1292,BMW,X5,2016,Jeep,Yes,Petrol,3,33600,6,Tiptronic,Rear,White,10
45043186,22580,0,NISSAN,Rogue,2012,Jeep,Yes,Petrol,2.5,115000,4,Automatic,4x4,Black,6
42265401,20,0,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,136000,5,Automatic,Front,Silver,6
45814752,8467,0,MITSUBISHI,Pajero IO,1999,Jeep,No,Petrol,1.8,155000,4,Automatic,4x4,White,4
45794115,12231,0,MERCEDES-BENZ,Sprinter,2002,Microbus,No,Diesel,2.5,290000,5,Manual,Rear,White,2
45767180,62722,0,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.4,14000,6,Tiptronic,4x4,Blue,12
45804881,59865,879,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,1.6,13000,4,Automatic,Front,White,4
45731513,44517,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,124708,4,Automatic,Front,Grey,4
45640934,392,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,213195,6,Automatic,4x4,Brown,0
45698355,68994,0,JEEP,Wrangler ARB,2012,Jeep,No,Petrol,3.6,110000,8,Manual,4x4,White,2
45759513,3293,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,224267,4,Automatic,Front,Silver,0
45816038,470,810,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,159790,4,Automatic,Front,White,12
45813041,39201,0,MERCEDES-BENZ,E 550,2010,Coupe,Yes,Petrol,5.5,67000,12,Tiptronic,Rear,White,12
45618050,7997,1018,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186,6,Automatic,Rear,White,12
45802816,56121,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,111875,4,Automatic,Front,Blue,4
45709681,15994,0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,45000,4,Automatic,Front,Silver,8
45801610,20005,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,129000,4,Automatic,Front,Silver,4
45810616,8674,363,CHEVROLET,Spark,2014,Hatchback,Yes,LPG,1,198000,4,Automatic,Front,Black,4
45795945,4704,0,BMW,318,1997,Sedan,No,CNG,1.8,1000,4,Manual,Rear,Blue,0
45809233,19823,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,91000,4,Automatic,Front,Yellow,4
45458972,31358,0,BMW,535 XI,2010,Sedan,Yes,Petrol,3,198000,6,Tiptronic,4x4,Grey,12
45809591,59313,784,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,31000,4,Automatic,Front,Blue,4
45749575,30,0,NISSAN,Tiida,2006,Hatchback,No,Petrol,1.5,0,4,Automatic,Front,Red,4
45810489,29793,0,BMW,X5,2008,Jeep,Yes,Petrol,3,208000,6,Automatic,4x4,Blue,8
45523673,6272,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,18754,4,Automatic,Front,Red,12
45802453,22894,917,HYUNDAI,Grandeur,2013,Sedan,Yes,Petrol,3,55171,4,Automatic,Front,Black,4
45789509,21326,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,121600,4,Automatic,Front,Blue,6
45634826,392,781,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Diesel,2.5,162987,5,Automatic,Front,Grey,12
45695559,11290,831,KIA,Optima,2011,Sedan,No,Hybrid,2.4,163065,4,Tiptronic,Front,Silver,12
45797219,20855,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31780,4,Automatic,Front,Black,4
45727938,16480,0,DODGE,Caliber journey,2010,Jeep,No,Petrol,2.4,83000,4,Automatic,Front,Black,8
45642362,3450,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626,4,Automatic,Front,Black,12
45759173,8781,642,KIA,Optima,2012,Sedan,Yes,Petrol,2,46208,4,Automatic,Front,Silver,4
45514424,10349,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,131000,4,Automatic,Front,Black,6
44740809,13799,0,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,162000,4,Automatic,Front,Silver,2
45793088,14740,397,CITROEN,C1,2011,Hatchback,No,Petrol,1,233700,4,Manual,Front,White,6
45172948,11917,0,JEEP,Grand Cherokee special e,2004,Jeep,Yes,LPG,4,363200,6,Automatic,4x4,Blue,4
45811272,4200,0,VOLKSWAGEN,Sharan,2004,Minivan,No,Diesel,1.9,180000,4,Manual,Front,Beige,2
45813469,470,1018,BMW,535,2011,Sedan,Yes,Petrol,3,249147,6,Automatic,4x4,Blue,12
45624039,42337,0,FORD,Mustang,2016,Cabriolet,Yes,Petrol,2.3,75000,4,Tiptronic,Rear,Silver,6
45814994,6586,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,272781,4,Automatic,Front,Black,12
45796868,46251,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,83138,4,Automatic,Front,Grey,4
45790501,23521,781,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,165472,4,Automatic,Front,Grey,0
45808704,7840,0,MERCEDES-BENZ,E 200,1995,Sedan,No,CNG,2,554,4,Manual,Rear,Blue,2
45549647,11917,0,OPEL,Zafira,2003,Minivan,No,Petrol,1.8,201600,4,Manual,Front,Silver,8
45577910,21326,639,FORD,Fusion,2014,Sedan,Yes,Petrol,2,27579,4,Tiptronic,Front,Carnelian red,12
45810346,19384,642,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,162069,4,Automatic,Front,Silver,4
45536422,36065,779,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,92200,4,Tiptronic,Front,Beige,12
45792111,17876,919,KIA,Cadenza,2012,Sedan,Yes,Petrol,3,61463,6,Automatic,Front,Silver,4
45709646,10820,0,TOYOTA,RAV 4,2001,Jeep,No,Petrol,2,91000,4,Automatic,4x4,Silver,4
45797675,28852,0,MERCEDES-BENZ,C 300,2012,Sedan,Yes,Petrol,3,70000,6,Tiptronic,4x4,Red,12
45769233,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406,8,Automatic,4x4,Black,0
45669073,19757,353,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,105000,4,Automatic,Front,Silver,8
45754348,2038,934,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,0,4,Automatic,Front,Black,12
45804432,22649,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,151281,4,Automatic,Front,Grey,4
44236195,31988,1482,MERCEDES-BENZ,GL 450,2011,Jeep,Yes,Petrol,4.5,160000,8,Tiptronic,4x4,Beige,12
45767403,29793,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030,6,Automatic,4x4,Black,12
45768684,188,986,ACURA,TSX,2010,Sedan,Yes,Petrol,2.4,0,4,Automatic,Front,Grey,12
45768239,2509,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,44477,4,Automatic,Front,Blue,0
45730669,39085,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,79286,4,Automatic,Front,Blue,4
45760893,17249,0,MERCEDES-BENZ,E 350,2006,Sedan,Yes,Petrol,3.7,245000,6,Tiptronic,Rear,Silver,12
45783680,7840,0,MERCEDES-BENZ,CLK 200,2000,Coupe,No,Petrol,2,210508,4,Manual,Rear,Silver,4
45755073,16935,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,127955,4,Automatic,Front,Blue,12
45769871,15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429,6,Automatic,Rear,Silver,12
45816646,14740,645,TOYOTA,Prius,2011,Hatchback,No,Hybrid,1.8,288000,4,Automatic,Front,White,8
45732735,10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,417661,4,Automatic,Front,Silver,4
45802400,6269,1099,HYUNDAI,Grandeur,2010,Sedan,Yes,Petrol,2.7,93168,4,Automatic,Front,Silver,4
45732984,7809,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,503800,4,Automatic,Front,Orange,4
45769193,9879,1018,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3,273186,6,Automatic,Rear,White,12
45730759,45633,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,33575,4,Automatic,Front,White,4
43805977,40769,0,TOYOTA,Hilux,2006,Jeep,No,LPG,4,220000,6,Automatic,4x4,White,6
45803504,12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,472279,4,Automatic,Front,Orange,4
45803103,45376,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,43000,4,Automatic,Front,White,4
45015198,12388,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,231003,4,Automatic,Front,Golden,10
45815361,14113,0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,100000,4,Variator,Front,White,6
45695043,21953,0,FORD,Escape,2008,Jeep,Yes,Hybrid,2.5,93000,4,Automatic,4x4,Silver,10
45726749,24415,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2,85600,4,Automatic,Front,White,4
45730149,40362,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,61000,4,Automatic,Front,White,4
45802625,32302,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,42367,4,Automatic,Front,Red,4
45814622,10976,0,JEEP,Grand Cherokee,2004,Jeep,Yes,Petrol,4.7,140800,8,Automatic,4x4,Blue,6
45788807,8467,0,NISSAN,Tiida,2007,Sedan,No,Petrol,1.5,133000,4,Variator,Front,Grey,4
43390500,20385,0,MITSUBISHI,Delica,2005,Minivan,Yes,Petrol,3,184000,6,Automatic,4x4,White,12
44940194,20385,0,KIA,Optima,2014,Sedan,No,Petrol,2.4,75600,4,Tiptronic,Front,Grey,12
44051546,14113,0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,115000,4,Automatic,Front,White,4
45759140,16621,638,KIA,Optima,2014,Sedan,Yes,Petrol,2,36037,4,Automatic,Front,Silver,4
45805504,12544,707,SUZUKI,SX4,2011,Sedan,No,Petrol,2,74500,4,Automatic,Front,Grey,8
45438721,23521,0,TOYOTA,Camry Hybrid,2012,Sedan,Yes,Hybrid,2.5,155000,4,Automatic,Front,Black,10
45782198,19444,0,HYUNDAI,Veloster,2015,Hatchback,Yes,Petrol,1.6,116800,4,Tiptronic,Front,Black,4
45802701,80074,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,56000,4,Automatic,Front,Grey,4
45536951,16308,0,MERCEDES-BENZ,E 270 AVANGARDI,2002,Sedan,Yes,Diesel,2.7,248000,5,Tiptronic,Rear,Black,10
45789616,2822,0,FORD,Mondeo,1996,Goods wagon,No,CNG,1.8,40000000,4,Manual,Front,Green,4
45810885,188,751,CHEVROLET,Equinox,2013,Jeep,Yes,Petrol,2.4,149445,4,Automatic,4x4,White,12
45813716,17562,0,HYUNDAI,Veloster,2013,Hatchback,Yes,Petrol,1.6,161600,4,Tiptronic,Front,White,0
45787237,10663,0,OPEL,Corsa,2004,Hatchback,No,Diesel,1.3,108000,4,Tiptronic,Front,Silver,6
45757556,1490,753,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,180067,4,Automatic,Front,Blue,12
45797420,8006,893,HYUNDAI,I30,2008,Hatchback,Yes,Diesel,1.6,62444,4,Automatic,Front,Silver,4
45732375,46991,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,195933,4,Automatic,Front,White,4
45114753,20385,0,MERCEDES-BENZ,G 230 2.2cdi,1987,Jeep,No,Diesel,2.2,243567,4,Manual,4x4,Black,0
45815070,14269,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,48035,4,Automatic,Front,Red,12
45809970,16599,642,CHEVROLET,Cruze,2012,Sedan,Yes,Diesel,2,101275,4,Automatic,Front,White,4
45761976,13172,753,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2.4,125000,4,Variator,Front,Silver,10
45707464,22894,781,TOYOTA,Camry XLE,2012,Sedan,Yes,Hybrid,2.5,169600,4,Automatic,Front,Black,12
45757847,12858,779,FORD,Fusion,2013,Sedan,No,Petrol,2.5,143632,4,Automatic,Front,White,0
45018789,12544,475,CHEVROLET,Cruze sonic,2012,Sedan,Yes,Petrol,1.4,121000,4,Automatic,Front,Orange,8
45776636,6899,0,MERCEDES-BENZ,CLK 200 200,1999,Sedan,Yes,Petrol,2,14566,8,Automatic,Rear,Blue,12
39223518,9408,0,სხვა,GONOW,2005,Jeep,Yes,Petrol,2.3,102000,4,Manual,Rear,Silver,2
45699386,21169,0,NISSAN,Juke,2012,Jeep,No,Petrol,1.6,128000,4,Tiptronic,Front,Grey,4
45763250,20385,0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,177120,4,Automatic,Front,Red,12
45813369,706,640,BMW,528,2013,Sedan,Yes,Petrol,2,140944,4,Automatic,4x4,Grey,12
45810443,27425,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,77836,4,Automatic,Front,Grey,4
45465142,9722,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2,38712,4,Automatic,Front,White,12
44650638,150533,1575,LAND ROVER,Range Rover Velar,2018,Jeep,Yes,Petrol,3,22000,6,Tiptronic,4x4,White,12
45816249,17876,1301,BMW,X6,2014,Jeep,Yes,Petrol,4.4,62192,8,Automatic,4x4,Black,12
45798615,11149,0,TOYOTA,Ist 1.5,2002,Hatchback,No,Petrol,1.5,111111,4,Automatic,Front,Black,2
45632249,13172,781,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5,83658,4,Tiptronic,Front,Black,12
45691887,11290,988,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,212000,4,Variator,Front,Red,8
45792084,24462,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,136000,4,Variator,Front,Grey,8
45758117,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907,8,Automatic,4x4,Black,0
40379701,30800,0,BMW,530 GT,2009,Hatchback,Yes,Diesel,3,282586,6,Automatic,Rear,Silver,10
45766324,862,1024,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,174926,4,Automatic,Front,Grey,0
45773561,17249,0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Hybrid,1.4,150000,4,Automatic,Front,Black,7
45779422,23521,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,74000,4,Automatic,Front,Red,8
45762084,7840,0,HONDA,Inspire,2005,Sedan,No,LPG,3,15500,6,Tiptronic,Front,Beige,8
45793631,26971,986,FORD,Transit,2010,Microbus,No,Diesel,2.4,155000,4,Manual,Rear,White,2
45761435,5018,0,HONDA,Civic,1997,Coupe,No,Petrol,1.4,200000,4,Manual,Front,Red,2
45816055,3136,891,HYUNDAI,Elantra,2016,Hatchback,Yes,Petrol,2,40464,4,Automatic,Front,Grey,12
45647805,3607,1104,BMW,X5,2015,Jeep,Yes,Diesel,3,201056,6,Automatic,4x4,Black,0
